latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,confidence,version,bright_t31,frp,daynight
12.213,99.109,310.4,1.6,1.3,2021-01-07,1605,T,80,6.0NRT,290.6,18.8,N
14.939,100.656,303.7,2.3,1.5,2021-01-07,1605,T,56,6.0NRT,293.2,12.9,N
14.855,99.706,310.5,2,1.4,2021-01-07,1605,T,80,6.0NRT,291.7,25.1,N
20.958,85.18,301,2.4,1.5,2021-01-07,1605,T,36,6.0NRT,289.4,14.6,N
28.559,84.312,312,1.9,1.3,2021-01-07,1610,T,84,6.0NRT,272.7,40.7,N
28.79,82.479,302.7,2.5,1.5,2021-01-07,1610,T,51,6.0NRT,278.9,35.9,N
26.579,101.673,315.5,1.3,1.1,2021-01-07,1850,A,91,6.0NRT,287.1,22.1,N
28.561,84.31,322.6,1.2,1.1,2021-01-07,2025,A,100,6.0NRT,274.3,35.8,N
21.078,85.04,300.4,1.9,1.3,2021-01-07,2030,A,26,6.0NRT,288.5,12.2,N
25.6,54.432,306.5,1,1,2021-01-07,2205,A,45,6.0NRT,294.3,6.4,N
24.463,56.625,313.7,1,1,2021-01-07,2205,A,88,6.0NRT,288.8,15.1,N
24.461,56.635,300.6,1,1,2021-01-07,2205,A,30,6.0NRT,287.8,5.9,N
23.158,55.447,307.8,1,1,2021-01-07,2205,A,72,6.0NRT,283.2,11.8,N
23.156,55.457,306,1,1,2021-01-07,2205,A,67,6.0NRT,283.5,10.7,N
21.38,56.721,322.3,1.1,1.1,2021-01-07,2210,A,100,6.0NRT,284.7,27.1,N
39.847,98.277,303.4,1.1,1.1,2021-01-08,0410,T,0,6.0NRT,265.2,12.8,D
27.084,101.376,303,1.3,1.1,2021-01-08,0415,T,45,6.0NRT,286.9,9.3,D
26.638,101.742,314.1,1.4,1.2,2021-01-08,0415,T,66,6.0NRT,292.2,21.1,D
26.572,101.953,305.6,1.4,1.2,2021-01-08,0415,T,62,6.0NRT,292.8,9.8,D
26.786,100.655,305.2,1.2,1.1,2021-01-08,0415,T,35,6.0NRT,292.9,7,D
26.58,101.669,306.7,1.4,1.2,2021-01-08,0415,T,60,6.0NRT,290.7,9.6,D
26.526,101.566,307.2,1.4,1.2,2021-01-08,0415,T,65,6.0NRT,289.5,11,D
26.416,101.885,309.5,1.4,1.2,2021-01-08,0415,T,64,6.0NRT,290.4,12.6,D
26.419,101.894,308.1,1.4,1.2,2021-01-08,0415,T,55,6.0NRT,289.9,10.8,D
26.392,101.331,305.6,1.3,1.1,2021-01-08,0415,T,36,6.0NRT,294.5,7.8,D
26.654,95.094,307.1,1.1,1.1,2021-01-08,0415,T,59,6.0NRT,289.9,8,D
26.653,95.106,330.1,1.1,1.1,2021-01-08,0415,T,87,6.0NRT,292.6,34,D
25.76,100.398,305.6,1.2,1.1,2021-01-08,0415,T,48,6.0NRT,290.4,6.9,D
26.481,95.093,300.7,1.1,1.1,2021-01-08,0415,T,18,6.0NRT,284.8,5.3,D
26.424,95.042,306.6,1.1,1.1,2021-01-08,0415,T,60,6.0NRT,296,7.7,D
26.423,95.054,302.9,1.1,1.1,2021-01-08,0415,T,27,6.0NRT,291.6,5.4,D
25.108,98.977,307.7,1.1,1,2021-01-08,0415,T,57,6.0NRT,295.9,5.9,D
25.242,94.483,303.4,1.2,1.1,2021-01-08,0415,T,56,6.0NRT,292.8,5.9,D
25.24,94.494,305.1,1.2,1.1,2021-01-08,0415,T,59,6.0NRT,291.4,6.6,D
24.166,99.909,305.4,1.2,1.1,2021-01-08,0415,T,56,6.0NRT,289.6,7.8,D
24.162,99.915,304.8,1.2,1.1,2021-01-08,0415,T,33,6.0NRT,291.1,6.5,D
23.836,99.465,307.3,1.2,1.1,2021-01-08,0415,T,65,6.0NRT,294.4,6.5,D
24.506,94.192,307.9,1.2,1.1,2021-01-08,0415,T,65,6.0NRT,293.6,9.4,D
23.532,100.608,342.1,1.3,1.2,2021-01-08,0415,T,93,6.0NRT,292.3,73,D
23.53,100.622,332.3,1.4,1.2,2021-01-08,0415,T,88,6.0NRT,290.1,49.9,D
23.538,99.775,303.2,1.2,1.1,2021-01-08,0415,T,54,6.0NRT,293,5.1,D
23.305,98.506,304.3,1.1,1,2021-01-08,0415,T,59,6.0NRT,293.1,4.1,D
22.949,100.411,306.7,1.3,1.1,2021-01-08,0415,T,64,6.0NRT,291.4,10.2,D
23.775,94.169,315.1,1.2,1.1,2021-01-08,0415,T,74,6.0NRT,296.6,12.2,D
23.706,93.841,304.4,1.2,1.1,2021-01-08,0415,T,54,6.0NRT,292.5,7.1,D
22.804,99.259,307.9,1.2,1.1,2021-01-08,0415,T,66,6.0NRT,294.6,8.8,D
22.612,100.216,300.3,1.3,1.1,2021-01-08,0415,T,29,6.0NRT,286.9,4.5,D
22.394,99.493,305.3,1.2,1.1,2021-01-08,0415,T,35,6.0NRT,286.9,6.8,D
22.501,95.634,317.1,1,1,2021-01-08,0415,T,69,6.0NRT,300.1,8.5,D
22.522,95.416,311.6,1,1,2021-01-08,0415,T,57,6.0NRT,298.9,4.4,D
21.829,96.587,310.5,1,1,2021-01-08,0415,T,57,6.0NRT,298.8,6.4,D
22.203,93.324,308.8,1.2,1.1,2021-01-08,0415,T,60,6.0NRT,293.1,10,D
21.773,96.337,314.1,1,1,2021-01-08,0415,T,64,6.0NRT,299.1,6.8,D
21.72,96.195,323.7,1,1,2021-01-08,0415,T,78,6.0NRT,299,14.9,D
21.419,97.639,309.8,1,1,2021-01-08,0415,T,64,6.0NRT,295.8,6.8,D
21.398,96.312,323.4,1,1,2021-01-08,0415,T,77,6.0NRT,298,14.6,D
21.121,96.937,316.2,1,1,2021-01-08,0415,T,59,6.0NRT,300,8.3,D
21.183,96.215,315,1,1,2021-01-08,0415,T,60,6.0NRT,299.4,8.2,D
21.14,96.257,312.7,1,1,2021-01-08,0415,T,48,6.0NRT,298.6,6.5,D
20.895,96.965,316.3,1,1,2021-01-08,0415,T,36,6.0NRT,300.7,6,D
20.87,96.951,319.6,1,1,2021-01-08,0415,T,64,6.0NRT,301,8.9,D
20.445,98.917,307,1.2,1.1,2021-01-08,0415,T,55,6.0NRT,293.1,7.1,D
20.545,97.445,309.5,1,1,2021-01-08,0415,T,50,6.0NRT,296.1,5.8,D
20.6,96.597,317.4,1,1,2021-01-08,0415,T,57,6.0NRT,300.9,10.4,D
20.064,98.911,310.7,1.2,1.1,2021-01-08,0415,T,63,6.0NRT,296.8,6.7,D
20.082,96.911,320.9,1,1,2021-01-08,0415,T,60,6.0NRT,302.5,11.8,D
20.024,96.931,323.8,1,1,2021-01-08,0415,T,71,6.0NRT,304.1,14.1,D
20.014,96.932,315.6,1,1,2021-01-08,0415,T,50,6.0NRT,302.5,6.2,D
19.832,97.034,314.9,1,1,2021-01-08,0415,T,64,6.0NRT,299.6,7.6,D
20.05,94.675,316.3,1,1,2021-01-08,0415,T,66,6.0NRT,300.8,7.6,D
19.702,96.194,318.3,1,1,2021-01-08,0415,T,69,6.0NRT,303.1,5.9,D
19.2,98.419,312.7,1.2,1.1,2021-01-08,0415,T,66,6.0NRT,297.4,7.9,D
19.227,96.829,320.3,1,1,2021-01-08,0415,T,76,6.0NRT,295.3,16.2,D
19.226,96.839,313.8,1,1,2021-01-08,0415,T,67,6.0NRT,294.4,10.2,D
18.851,97.924,310.7,1.1,1.1,2021-01-08,0415,T,47,6.0NRT,297,6.7,D
18.554,97.308,312.4,1.1,1,2021-01-08,0415,T,62,6.0NRT,298,5.8,D
18.28,98.332,313.7,1.2,1.1,2021-01-08,0415,T,68,6.0NRT,296,7.8,D
18.556,95.271,316.3,1,1,2021-01-08,0415,T,43,6.0NRT,301.7,5.6,D
17.319,98.754,313.7,1.3,1.1,2021-01-08,0415,T,56,6.0NRT,292.1,10.5,D
17.309,94.98,312.6,1,1,2021-01-08,0415,T,47,6.0NRT,299.6,4.8,D
16.996,95.966,319.7,1,1,2021-01-08,0415,T,68,6.0NRT,301.2,8.4,D
16.949,96.035,316.9,1,1,2021-01-08,0415,T,65,6.0NRT,299.3,7.1,D
16.836,94.81,325.6,1,1,2021-01-08,0415,T,79,6.0NRT,293.1,17.9,D
16.543,96.402,321.4,1,1,2021-01-08,0415,T,72,6.0NRT,300.2,7.9,D
16.388,96.208,323.8,1,1,2021-01-08,0415,T,77,6.0NRT,300.5,11.1,D
16.386,96.217,320.6,1,1,2021-01-08,0415,T,73,6.0NRT,300.3,7.8,D
16.354,96.128,318.4,1,1,2021-01-08,0415,T,71,6.0NRT,301.3,6,D
14.844,100.184,312.6,1.8,1.3,2021-01-08,0415,T,33,6.0NRT,293.8,13.1,D
31.893,70.915,302.1,1.2,1.1,2021-01-08,0550,T,50,6.0NRT,288.2,5.8,D
31.884,70.913,303.4,1.2,1.1,2021-01-08,0550,T,53,6.0NRT,288.6,6.5,D
28.567,84.329,311.2,4,1.9,2021-01-08,0550,T,71,6.0NRT,278.6,100.8,D
28.04,69.382,302,1.3,1.1,2021-01-08,0550,T,43,6.0NRT,290.6,5.3,D
28.039,69.396,310.6,1.3,1.1,2021-01-08,0550,T,69,6.0NRT,290.8,13.5,D
28.012,69.269,306.8,1.3,1.1,2021-01-08,0550,T,63,6.0NRT,291.1,9.2,D
28.014,69.276,304,1.3,1.1,2021-01-08,0550,T,36,6.0NRT,290.9,6,D
25.973,68.816,304.4,1.3,1.1,2021-01-08,0555,T,47,6.0NRT,289.4,10,D
25.767,68.687,312.3,1.4,1.2,2021-01-08,0555,T,69,6.0NRT,288.9,17,D
25.658,68.998,305.6,1.3,1.1,2021-01-08,0555,T,51,6.0NRT,291.1,8.6,D
25.609,69.056,311,1.3,1.1,2021-01-08,0555,T,66,6.0NRT,291,13.4,D
25.583,68.863,306.6,1.3,1.1,2021-01-08,0555,T,56,6.0NRT,290.9,9.6,D
25.491,69.11,312.6,1.3,1.1,2021-01-08,0555,T,69,6.0NRT,291.1,15.1,D
25.516,68.814,305,1.3,1.1,2021-01-08,0555,T,48,6.0NRT,290.4,8.3,D
25.514,68.747,305.3,1.3,1.1,2021-01-08,0555,T,50,6.0NRT,290.4,8.7,D
25.517,68.74,309,1.3,1.1,2021-01-08,0555,T,62,6.0NRT,290.3,12.3,D
25.408,68.624,325.3,1.4,1.2,2021-01-08,0555,T,82,6.0NRT,290.8,35.9,D
25.377,68.795,305.5,1.3,1.1,2021-01-08,0555,T,50,6.0NRT,289.5,9.4,D
25.352,69.001,305,1.3,1.1,2021-01-08,0555,T,45,6.0NRT,290.6,7.4,D
25.348,68.777,309.2,1.3,1.1,2021-01-08,0555,T,62,6.0NRT,290.4,12.4,D
25.346,68.79,306.3,1.3,1.1,2021-01-08,0555,T,54,6.0NRT,291.1,9.9,D
25.267,68.865,314.5,1.3,1.1,2021-01-08,0555,T,71,6.0NRT,290.5,17,D
25.256,68.863,319.9,1.3,1.1,2021-01-08,0555,T,77,6.0NRT,290.4,24.7,D
24.859,68.455,307.7,1.4,1.2,2021-01-08,0555,T,56,6.0NRT,291.5,9.6,D
24.857,68.468,310.1,1.4,1.2,2021-01-08,0555,T,63,6.0NRT,291.4,12.2,D
24.651,68.481,309.6,1.4,1.2,2021-01-08,0555,T,61,6.0NRT,292.3,11,D
22.843,74.241,322.2,1.1,1.1,2021-01-08,0555,T,77,6.0NRT,295.8,17.4,D
21.513,72.839,314.1,1,1,2021-01-08,0555,T,63,6.0NRT,296.1,7.3,D
21.476,71.178,312.3,1,1,2021-01-08,0555,T,64,6.0NRT,300.8,4.6,D
16.53,75.3,312.8,1.6,1.3,2021-01-08,0555,T,63,6.0NRT,276.3,19.3,D
16.53,75.294,307.5,1.6,1.3,2021-01-08,0555,T,41,6.0NRT,276,10.9,D
16.528,75.309,306.7,1.6,1.3,2021-01-08,0555,T,22,6.0NRT,276.4,9.3,D
14.945,75.659,317,1.8,1.3,2021-01-08,0555,T,61,6.0NRT,293.8,15.8,D
15.173,100.87,315.3,4.3,1.9,2021-01-08,0720,A,39,6.0NRT,294.3,54.6,D
24.456,56.626,313.4,3.1,1.7,2021-01-08,0730,T,50,6.0NRT,298.1,31.9,D
18.421,95.258,328.3,1.8,1.3,2021-01-08,0725,A,82,6.0NRT,302.7,32.8,D
18.753,95.354,321.9,1.8,1.3,2021-01-08,0725,A,75,6.0NRT,302.5,17.5,D
18.751,95.336,324.7,1.8,1.3,2021-01-08,0725,A,78,6.0NRT,303.4,26.1,D
18.76,95.346,328.1,1.8,1.3,2021-01-08,0725,A,81,6.0NRT,303,33.7,D
19.792,97.001,311.1,2.5,1.5,2021-01-08,0725,A,18,6.0NRT,292.2,17.3,D
19.784,96.3,322.2,2.2,1.5,2021-01-08,0725,A,70,6.0NRT,300.5,35.6,D
19.789,95.059,318,1.8,1.3,2021-01-08,0725,A,64,6.0NRT,302.3,12.6,D
19.903,95.967,317.8,2.1,1.4,2021-01-08,0725,A,68,6.0NRT,298.1,25.1,D
20.096,96.901,313.5,2.5,1.5,2021-01-08,0725,A,19,6.0NRT,298.2,19.3,D
20.393,94.65,320.4,1.7,1.3,2021-01-08,0725,A,59,6.0NRT,303.2,14.6,D
19.024,82.661,316.2,2.3,1.5,2021-01-08,0725,A,53,6.0NRT,303.1,23.3,D
21.089,96.368,317.6,2.4,1.5,2021-01-08,0725,A,58,6.0NRT,297.5,36,D
20.128,85.842,316.8,1.3,1.1,2021-01-08,0725,A,65,6.0NRT,301.8,9.3,D
21.884,96.654,317.3,2.5,1.5,2021-01-08,0725,A,68,6.0NRT,299.7,35.2,D
21.889,96.646,313.7,2.5,1.5,2021-01-08,0725,A,61,6.0NRT,298.8,22.6,D
22.144,97.46,311.9,3,1.6,2021-01-08,0725,A,31,6.0NRT,296.8,23.2,D
22.306,99.194,310.1,4,1.9,2021-01-08,0725,A,46,6.0NRT,290.8,52.9,D
20.957,86.012,325.3,1.3,1.1,2021-01-08,0725,A,79,6.0NRT,301.4,20.4,D
20.967,86.01,317.9,1.3,1.1,2021-01-08,0725,A,67,6.0NRT,301.1,10.5,D
22.491,95.622,318.7,2.2,1.4,2021-01-08,0725,A,73,6.0NRT,300.5,21.9,D
20.913,83.752,314.8,1.8,1.3,2021-01-08,0725,A,66,6.0NRT,298.1,13.7,D
22.557,93.55,324.8,1.6,1.2,2021-01-08,0725,A,75,6.0NRT,299.7,31.6,D
22.556,93.535,319.3,1.6,1.2,2021-01-08,0725,A,43,6.0NRT,300,21.8,D
22.58,93.525,334.9,1.6,1.2,2021-01-08,0725,A,87,6.0NRT,300.3,56.6,D
22.47,91.742,309.7,1.2,1.1,2021-01-08,0725,A,42,6.0NRT,298.6,5.1,D
22.468,91.73,321.2,1.2,1.1,2021-01-08,0725,A,58,6.0NRT,302.3,17.3,D
23.241,93.739,307.4,1.6,1.3,2021-01-08,0725,A,47,6.0NRT,295.1,9.9,D
22.656,88.045,319.5,1,1,2021-01-08,0725,A,47,6.0NRT,297.8,11.2,D
23.65,93.403,307,1.6,1.2,2021-01-08,0725,A,41,6.0NRT,295.9,8.8,D
23.709,93.838,305.2,1.7,1.3,2021-01-08,0725,A,45,6.0NRT,293.1,11.6,D
23.628,92.733,306.2,1.4,1.2,2021-01-08,0725,A,50,6.0NRT,295.8,6.9,D
24.298,93.8,311.1,1.7,1.3,2021-01-08,0725,A,67,6.0NRT,295.1,16.3,D
25.043,94.472,308.6,2,1.4,2021-01-08,0725,A,62,6.0NRT,295.5,19.7,D
25.041,94.449,304.9,1.9,1.4,2021-01-08,0725,A,47,6.0NRT,293.2,13.9,D
25.035,94.464,311.9,2,1.4,2021-01-08,0725,A,69,6.0NRT,294.6,25.9,D
25.366,94.682,309.2,2,1.4,2021-01-08,0725,A,67,6.0NRT,293.5,21.3,D
25.49,94.108,304.2,1.9,1.3,2021-01-08,0725,A,46,6.0NRT,292.9,11.9,D
25.852,93.744,307.1,1.8,1.3,2021-01-08,0725,A,63,6.0NRT,295.4,8.1,D
26.023,94.386,305.2,2,1.4,2021-01-08,0725,A,59,6.0NRT,291.8,13.6,D
26.027,94.401,302.3,2,1.4,2021-01-08,0725,A,46,6.0NRT,292,9.4,D
26.064,94.398,304,2,1.4,2021-01-08,0725,A,55,6.0NRT,293.6,11.5,D
26.063,94.38,312.3,2,1.4,2021-01-08,0725,A,71,6.0NRT,293.6,26.7,D
26.14,94.647,320.5,2.1,1.4,2021-01-08,0725,A,80,6.0NRT,292.9,51.7,D
26.144,94.658,318.1,2.1,1.4,2021-01-08,0725,A,78,6.0NRT,291.4,46.4,D
26.142,94.639,311.3,2.1,1.4,2021-01-08,0725,A,70,6.0NRT,292.4,29.2,D
26.553,94.877,304.1,2.2,1.4,2021-01-08,0725,A,46,6.0NRT,292.2,12.9,D
26.648,95.08,305.4,2.3,1.5,2021-01-08,0725,A,23,6.0NRT,289.1,16.3,D
26.73,91.123,307.7,1.2,1.1,2021-01-08,0725,A,51,6.0NRT,294.7,6.1,D
27.15,91.245,307.5,1.3,1.1,2021-01-08,0725,A,61,6.0NRT,295.7,9.5,D
27.634,90.135,303,1.1,1.1,2021-01-08,0725,A,53,6.0NRT,282.3,8.4,D
27.304,84.481,307.9,1.2,1.1,2021-01-08,0725,A,42,6.0NRT,297,6.9,D
28.164,84.966,300.7,1.1,1.1,2021-01-08,0725,A,41,6.0NRT,287.3,6.3,D
28.236,85.015,306,1.1,1.1,2021-01-08,0725,A,43,6.0NRT,285.3,8.1,D
28.234,85.005,330.5,1.1,1.1,2021-01-08,0725,A,87,6.0NRT,288,35.1,D
28.231,84.684,315.6,1.2,1.1,2021-01-08,0725,A,76,6.0NRT,290.9,18.7,D
28.229,84.672,302,1.2,1.1,2021-01-08,0725,A,27,6.0NRT,290,6.4,D
28.55,84.31,370.2,1.2,1.1,2021-01-08,0725,A,100,6.0NRT,293.5,152.3,D
28.548,84.297,344,1.2,1.1,2021-01-08,0725,A,93,6.0NRT,294.9,66.2,D
28.553,84.318,327.7,1.2,1.1,2021-01-08,0725,A,85,6.0NRT,286.6,32.7,D
28.551,84.305,367.7,1.2,1.1,2021-01-08,0725,A,100,6.0NRT,298.4,142.2,D
28.563,84.318,311.2,1.2,1.1,2021-01-08,0725,A,60,6.0NRT,285.2,13.4,D
28.561,84.305,346,1.2,1.1,2021-01-08,0725,A,94,6.0NRT,295.3,71.6,D
28.609,83.739,340.8,1.3,1.1,2021-01-08,0725,A,86,6.0NRT,295.9,62.6,D
28.619,83.738,319.7,1.3,1.1,2021-01-08,0725,A,38,6.0NRT,289.9,22.5,D
